Subcategory,Control,subcategory_code,subcategory_description,function_code,function,function_name,category_code,Category,category_name,category_description,category_name_and_code
DE.CM-3: Personnel activity is monitored to detect potential cybersecurity events,AC-2,DE.CM-3,Personnel activity is monitored to detect potential cybersecurity events,DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
DE.CM-3: Personnel activity is monitored to detect potential cybersecurity events,AU-12,DE.CM-3,Personnel activity is monitored to detect potential cybersecurity events,DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
DE.CM-3: Personnel activity is monitored to detect potential cybersecurity events,AU-13,DE.CM-3,Personnel activity is monitored to detect potential cybersecurity events,DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
DE.CM-3: Personnel activity is monitored to detect potential cybersecurity events,CA-7,DE.CM-3,Personnel activity is monitored to detect potential cybersecurity events,DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
DE.CM-3: Personnel activity is monitored to detect potential cybersecurity events,CM-10,DE.CM-3,Personnel activity is monitored to detect potential cybersecurity events,DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
DE.CM-3: Personnel activity is monitored to detect potential cybersecurity events,CM-11,DE.CM-3,Personnel activity is monitored to detect potential cybersecurity events,DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
DE.CM-4: Malicious code is detected,SI-3,DE.CM-4,Malicious code is detected,DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
DE.CM-4: Malicious code is detected,SI-8,DE.CM-4,Malicious code is detected,DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
DE.CM-5: Unauthorized mobile code is detected,SC-18,DE.CM-5,Unauthorized mobile code is detected,DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
DE.CM-5: Unauthorized mobile code is detected,SI-4. SC-44,DE.CM-5,Unauthorized mobile code is detected,DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
DE.CM-6: External service provider activity is monitored to detect potential cybersecurity events,CA-7,DE.CM-6,External service provider activity is monitored to detect potential cybersecurity events,DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
DE.CM-6: External service provider activity is monitored to detect potential cybersecurity events,PS-7,DE.CM-6,External service provider activity is monitored to detect potential cybersecurity events,DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
DE.CM-6: External service provider activity is monitored to detect potential cybersecurity events,SA-4,DE.CM-6,External service provider activity is monitored to detect potential cybersecurity events,DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
DE.CM-6: External service provider activity is monitored to detect potential cybersecurity events,SA-9,DE.CM-6,External service provider activity is monitored to detect potential cybersecurity events,DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
DE.CM-6: External service provider activity is monitored to detect potential cybersecurity events,SI-4,DE.CM-6,External service provider activity is monitored to detect potential cybersecurity events,DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",AU-12,DE.CM-7,"Monitoring for unauthorized personnel, connections, devices, and software is performed",DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",CA-7,DE.CM-7,"Monitoring for unauthorized personnel, connections, devices, and software is performed",DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",CM-3,DE.CM-7,"Monitoring for unauthorized personnel, connections, devices, and software is performed",DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",CM-8,DE.CM-7,"Monitoring for unauthorized personnel, connections, devices, and software is performed",DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",PE-3,DE.CM-7,"Monitoring for unauthorized personnel, connections, devices, and software is performed",DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",PE-6,DE.CM-7,"Monitoring for unauthorized personnel, connections, devices, and software is performed",DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",PE-20,DE.CM-7,"Monitoring for unauthorized personnel, connections, devices, and software is performed",DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",SI-4,DE.CM-7,"Monitoring for unauthorized personnel, connections, devices, and software is performed",DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
DE.CM-8: Vulnerability scans are performed,RA-5,DE.CM-8,Vulnerability scans are performed,DE,Detect (DE),Detect,DE.CM,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring (DE.CM)
DE.DP-1: Roles and responsibilities for detection are well defined to ensure accountability,CA-2,DE.DP-1,Roles and responsibilities for detection are well defined to ensure accountability,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-1: Roles and responsibilities for detection are well defined to ensure accountability,CA-7,DE.DP-1,Roles and responsibilities for detection are well defined to ensure accountability,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-1: Roles and responsibilities for detection are well defined to ensure accountability,PM-14,DE.DP-1,Roles and responsibilities for detection are well defined to ensure accountability,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-2: Detection activities comply with all applicable requirements,AC-25,DE.DP-2,Detection activities comply with all applicable requirements,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-2: Detection activities comply with all applicable requirements,CA-2,DE.DP-2,Detection activities comply with all applicable requirements,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-2: Detection activities comply with all applicable requirements,CA-7,DE.DP-2,Detection activities comply with all applicable requirements,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-2: Detection activities comply with all applicable requirements,PM-14,DE.DP-2,Detection activities comply with all applicable requirements,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-2: Detection activities comply with all applicable requirements,SA-18,DE.DP-2,Detection activities comply with all applicable requirements,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-2: Detection activities comply with all applicable requirements,SI-4,DE.DP-2,Detection activities comply with all applicable requirements,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-3: Detection processes are tested,CA-2,DE.DP-3,Detection processes are tested,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-3: Detection processes are tested,CA-7,DE.DP-3,Detection processes are tested,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-3: Detection processes are tested,PE-3,DE.DP-3,Detection processes are tested,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-3: Detection processes are tested,PM-14,DE.DP-3,Detection processes are tested,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-3: Detection processes are tested,SI-3,DE.DP-3,Detection processes are tested,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-3: Detection processes are tested,SI-4,DE.DP-3,Detection processes are tested,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-4: Event detection information is communicated to appropriate parties,AU-6,DE.DP-4,Event detection information is communicated to appropriate parties,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-4: Event detection information is communicated to appropriate parties,CA-2,DE.DP-4,Event detection information is communicated to appropriate parties,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-4: Event detection information is communicated to appropriate parties,CA-7,DE.DP-4,Event detection information is communicated to appropriate parties,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-4: Event detection information is communicated to appropriate parties,RA-5,DE.DP-4,Event detection information is communicated to appropriate parties,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-4: Event detection information is communicated to appropriate parties,SI-4,DE.DP-4,Event detection information is communicated to appropriate parties,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-5: Detection processes are continuously improved,CA-2,DE.DP-5,Detection processes are continuously improved,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-5: Detection processes are continuously improved,CA-7,DE.DP-5,Detection processes are continuously improved,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-5: Detection processes are continuously improved,PL-2,DE.DP-5,Detection processes are continuously improved,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-5: Detection processes are continuously improved,RA-5,DE.DP-5,Detection processes are continuously improved,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-5: Detection processes are continuously improved,SI-4,DE.DP-5,Detection processes are continuously improved,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
DE.DP-5: Detection processes are continuously improved,PM-14,DE.DP-5,Detection processes are continuously improved,DE,Detect (DE),Detect,DE.DP,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes (DE.DP)
RS.RP-1: Response plan is executed during or after an event,CP-2,RS.RP-1,Response plan is executed during or after an event,RS,Respond (RS),Respond,RS.RP,"Response Planning (RS.RP): Response processes and procedures are executed and maintained, to ensure timely response to detected cybersecurity events.",Response Planning,"Response processes and procedures are executed and maintained, to ensure timely response to detected cybersecurity events.",Response Planning (RS.RP)
RS.RP-1: Response plan is executed during or after an event,CP-10,RS.RP-1,Response plan is executed during or after an event,RS,Respond (RS),Respond,RS.RP,"Response Planning (RS.RP): Response processes and procedures are executed and maintained, to ensure timely response to detected cybersecurity events.",Response Planning,"Response processes and procedures are executed and maintained, to ensure timely response to detected cybersecurity events.",Response Planning (RS.RP)
RS.RP-1: Response plan is executed during or after an event,IR-4,RS.RP-1,Response plan is executed during or after an event,RS,Respond (RS),Respond,RS.RP,"Response Planning (RS.RP): Response processes and procedures are executed and maintained, to ensure timely response to detected cybersecurity events.",Response Planning,"Response processes and procedures are executed and maintained, to ensure timely response to detected cybersecurity events.",Response Planning (RS.RP)
RS.RP-1: Response plan is executed during or after an event,IR-8,RS.RP-1,Response plan is executed during or after an event,RS,Respond (RS),Respond,RS.RP,"Response Planning (RS.RP): Response processes and procedures are executed and maintained, to ensure timely response to detected cybersecurity events.",Response Planning,"Response processes and procedures are executed and maintained, to ensure timely response to detected cybersecurity events.",Response Planning (RS.RP)
RS.CO-1: Personnel know their roles and order of operations when a response is needed,CP-2,RS.CO-1,Personnel know their roles and order of operations when a response is needed,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-1: Personnel know their roles and order of operations when a response is needed,CP-3,RS.CO-1,Personnel know their roles and order of operations when a response is needed,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-1: Personnel know their roles and order of operations when a response is needed,IR-3,RS.CO-1,Personnel know their roles and order of operations when a response is needed,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-1: Personnel know their roles and order of operations when a response is needed,IR-8,RS.CO-1,Personnel know their roles and order of operations when a response is needed,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-2: Events are reported consistent with established criteria,AU-6,RS.CO-2,Events are reported consistent with established criteria,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-2: Events are reported consistent with established criteria,IR-6,RS.CO-2,Events are reported consistent with established criteria,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-2: Events are reported consistent with established criteria,IR-8,RS.CO-2,Events are reported consistent with established criteria,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-3: Information is shared consistent with response plans,CA-2,RS.CO-3,Information is shared consistent with response plans,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-3: Information is shared consistent with response plans,CA-7,RS.CO-3,Information is shared consistent with response plans,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-3: Information is shared consistent with response plans,CP-2,RS.CO-3,Information is shared consistent with response plans,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-3: Information is shared consistent with response plans,IR-4,RS.CO-3,Information is shared consistent with response plans,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-3: Information is shared consistent with response plans,IR-8,RS.CO-3,Information is shared consistent with response plans,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-3: Information is shared consistent with response plans,PE-6,RS.CO-3,Information is shared consistent with response plans,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-3: Information is shared consistent with response plans,RA-5,RS.CO-3,Information is shared consistent with response plans,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-3: Information is shared consistent with response plans,SI-4,RS.CO-3,Information is shared consistent with response plans,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-4: Coordination with stakeholders occurs consistent with response plans,CP-2,RS.CO-4,Coordination with stakeholders occurs consistent with response plans,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-4: Coordination with stakeholders occurs consistent with response plans,IR-4,RS.CO-4,Coordination with stakeholders occurs consistent with response plans,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-4: Coordination with stakeholders occurs consistent with response plans,IR-8,RS.CO-4,Coordination with stakeholders occurs consistent with response plans,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
