nist_csf_subcategory,nist_csf_function,nist_csf_function_name,nist_csf_category,nist_csf_category_name,nist_csf_category_name_and_code,800-53_name,800-53_title,800-53_family,800-53_extended_description
DE.CM-6: External service provider activity is monitored to detect potential cybersecurity events,Detect (DE),Detect,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,Security Continuous Monitoring (DE.CM),PS-7,Third-Party Personnel Security,Personnel Security,"['The organization:', 'PS-7a.: Establishes personnel security requirements including security roles and responsibilities for third-party providers;']"
DE.CM-6: External service provider activity is monitored to detect potential cybersecurity events,Detect (DE),Detect,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,Security Continuous Monitoring (DE.CM),SA-4,Acquisition Process,System And Services Acquisition,"['The organization includes the following requirements, descriptions, and criteria, explicitly or by reference, in the acquisition contract for the information system, system component, or information system service in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, standards, guidelines, and organizational mission/business needs:', 'SA-4a.: Security functional requirements;', 'The organization requires the developer of the information system, system component, or information system service to provide a description of the functional properties of the security controls to be employed.', 'The organization requires the developer of the information system, system component, or information system service to provide design and implementation information for the security controls to be employed that includes: [Selection (one or more): security-relevant external system interfaces; high-level design; low-level design; source code or hardware schematics; [Assignment: organization-defined design/implementation information]] at [Assignment: organization-defined level of detail].', 'The organization requires the developer of the information system, system component, or information system service to demonstrate the use of a system development life cycle that includes [Assignment: organization-defined state-of-the-practice system/security engineering methods, software development methods, testing/evaluation/validation techniques, and quality control processes].', '[Withdrawn: Incorporated into CM-8 (9)].', 'The organization requires the developer of the information system, system component, or information system service to:', 'SA-4 (5)(a): Deliver the system, component, or service with [Assignment: organization-defined security configurations] implemented; and', 'SA-4 (5)(b): Use the configurations as the default for any subsequent system, component, or service reinstallation or upgrade.', 'The organization:', 'SA-4 (6)(a): Employs only government off-the-shelf (GOTS) or commercial off-the-shelf (COTS) information assurance (IA) and IA-enabled information technology products that compose an NSA-approved solution to protect classified information when the networks used to transmit the information are at a lower classification level than the information being transmitted; and', 'SA-4 (6)(b): Ensures that these products have been evaluated and/or validated by NSA or in accordance with NSA-approved procedures.', 'The organization:', 'SA-4 (7)(a): Limits the use of commercially provided information assurance (IA) and IA-enabled information technology products to those products that have been successfully evaluated against a National Information Assurance partnership (NIAP)-approved Protection Profile for a specific technology type, if such a profile exists; and', 'SA-4 (7)(b): Requires, if no NIAP-approved Protection Profile exists for a specific technology type but a commercially provided information technology product relies on cryptographic functionality to enforce its security policy, that the cryptographic module is FIPS-validated.', 'The organization requires the developer of the information system, system component, or information system service to produce a plan for the continuous monitoring of security control effectiveness that contains [Assignment: organization-defined level of detail].', 'The organization requires the developer of the information system, system component, or information system service to identify early in the system development life cycle, the functions, ports, protocols, and services intended for organizational use.', 'The organization employs only information technology products on the FIPS 201-approved products list for Personal Identity Verification (PIV) capability implemented within organizational information systems.']"
DE.CM-6: External service provider activity is monitored to detect potential cybersecurity events,Detect (DE),Detect,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,Security Continuous Monitoring (DE.CM),SA-9,External Information System Services,System And Services Acquisition,"['The organization:', 'SA-9a.: Requires that providers of external information system services comply with organizational information security requirements and employ [Assignment: organization-defined security controls] in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance;', 'The organization:', 'SA-9 (1)(a): Conducts an organizational assessment of risk prior to the acquisition or outsourcing of dedicated information security services; and', 'SA-9 (1)(b): Ensures that the acquisition or outsourcing of dedicated information security services is approved by [Assignment: organization-defined personnel or roles].', 'The organization requires providers of [Assignment: organization-defined external information system services] to identify the functions, ports, protocols, and other services required for the use of such services.', 'The organization establishes, documents, and maintains trust relationships with external service providers based on [Assignment: organization-defined security requirements, properties, factors, or conditions defining acceptable trust relationships].', 'The organization employs [Assignment: organization-defined security safeguards] to ensure that the interests of [Assignment: organization-defined external service providers] are consistent with and reflect organizational interests.', 'The organization restricts the location of [Selection (one or more): information processing; information/data; information system services] to [Assignment: organization-defined locations] based on [Assignment: organization-defined requirements or conditions].']"
DE.CM-6: External service provider activity is monitored to detect potential cybersecurity events,Detect (DE),Detect,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,Security Continuous Monitoring (DE.CM),SI-4,Information System Monitoring,System And Information Integrity,"['The organization:', 'SI-4a.: Monitors the information system to detect:', 'SI-4a.1.: Attacks and indicators of potential attacks in accordance with [Assignment: organization-defined monitoring objectives]; and', 'SI-4a.2.: Unauthorized local, network, and remote connections;', 'The organization connects and configures individual intrusion detection tools into an information system-wide intrusion detection system.', 'The organization employs automated tools to support near real-time analysis of events.', 'The organization employs automated tools to integrate intrusion detection tools into access control and flow control mechanisms for rapid response to attacks by enabling reconfiguration of these mechanisms in support of attack isolation and elimination.', 'The information system monitors inbound and outbound communications traffic [Assignment: organization-defined frequency] for unusual or unauthorized activities or conditions.', 'The information system alerts [Assignment: organization-defined personnel or roles] when the following indications of compromise or potential compromise occur: [Assignment: organization-defined compromise indicators].', '[Withdrawn: Incorporated into AC-6 (10)].', 'The information system notifies [Assignment: organization-defined incident response personnel (identified by name and/or by role)] of detected suspicious events and takes [Assignment: organization-defined least-disruptive actions to terminate suspicious events].', '[Withdrawn: Incorporated into SI-4].', 'The organization tests intrusion-monitoring tools [Assignment: organization-defined frequency].', 'The organization makes provisions so that [Assignment: organization-defined encrypted communications traffic] is visible to [Assignment: organization-defined information system monitoring tools].', 'The organization analyzes outbound communications traffic at the external boundary of the information system and selected [Assignment: organization-defined interior points within the system (e.g., subnetworks, subsystems)] to discover anomalies.', 'The organization employs automated mechanisms to alert security personnel of the following inappropriate or unusual activities with security implications: [Assignment: organization-defined activities that trigger alerts].', 'The organization:', 'SI-4 (13)(a): Analyzes communications traffic/event patterns for the information system;', 'SI-4 (13)(b): Develops profiles representing common traffic patterns and/or events; and', 'SI-4 (13)(c): Uses the traffic/event profiles in tuning system-monitoring devices to reduce the number of false positives and the number of false negatives.', 'The organization employs a wireless intrusion detection system to identify rogue wireless devices and to detect attack attempts and potential compromises/breaches to the information system.', 'The organization employs an intrusion detection system to monitor wireless communications traffic as the traffic passes from wireless to wireline networks.', 'The organization correlates information from monitoring tools employed throughout the information system.', 'The organization correlates information from monitoring physical, cyber, and supply chain activities to achieve integrated, organization-wide situational awareness.', 'The organization analyzes outbound communications traffic at the external boundary of the information system (i.e., system perimeter) and at [Assignment: organization-defined interior points within the system (e.g., subsystems, subnetworks)] to detect covert exfiltration of information.', 'The organization implements [Assignment: organization-defined additional monitoring] of individuals who have been identified by [Assignment: organization-defined sources] as posing an increased level of risk.', 'The organization implements [Assignment: organization-defined additional monitoring] of privileged users.', 'The organization implements [Assignment: organization-defined additional monitoring] of individuals during [Assignment: organization-defined probationary period].', 'The information system detects network services that have not been authorized or approved by [Assignment: organization-defined authorization or approval processes] and [Selection (one or more): audits; alerts [Assignment: organization-defined personnel or roles]].', 'The organization implements [Assignment: organization-defined host-based monitoring mechanisms] at [Assignment: organization-defined information system components].', 'The information system discovers, collects, distributes, and uses indicators of compromise.']"
"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",Detect (DE),Detect,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,Security Continuous Monitoring (DE.CM),AU-12,Audit Generation,Audit And Accountability,"['The information system:', 'AU-12a.: Provides audit record generation capability for the auditable events defined in AU-2 a. at [Assignment: organization-defined information system components];', 'The information system compiles audit records from [Assignment: organization-defined information system components] into a system-wide (logical or physical) audit trail that is time-correlated to within [Assignment: organization-defined level of tolerance for the relationship between time stamps of individual records in the audit trail].', 'The information system produces a system-wide (logical or physical) audit trail composed of audit records in a standardized format.', 'The information system provides the capability for [Assignment: organization-defined individuals or roles] to change the auditing to be performed on [Assignment: organization-defined information system components] based on [Assignment: organization-defined selectable event criteria] within [Assignment: organization-defined time thresholds].']"
"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",Detect (DE),Detect,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,Security Continuous Monitoring (DE.CM),CA-7,Continuous Monitoring,Security Assessment And Authorization,"['The organization develops a continuous monitoring strategy and implements a continuous monitoring program that includes:', 'CA-7a.: Establishment of [Assignment: organization-defined metrics] to be monitored;', 'The organization employs assessors or assessment teams with [Assignment: organization-defined level of independence] to monitor the security controls in the information system on an ongoing basis.', '[Withdrawn: Incorporated into CA-2].', 'The organization employs trend analyses to determine if security control implementations, the frequency of continuous monitoring activities, and/or the types of activities used in the continuous monitoring process need to be modified based on empirical data.']"
"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",Detect (DE),Detect,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,Security Continuous Monitoring (DE.CM),CM-3,Configuration Change Control,Configuration Management,"['The organization:', 'CM-3a.: Determines the types of changes to the information system that are configuration-controlled;', 'The organization employs automated mechanisms to:', 'CM-3 (1)(a): Document proposed changes to the information system;', 'CM-3 (1)(b): Notify [Assignment: organized-defined approval authorities] of proposed changes to the information system and request change approval;', 'CM-3 (1)(c): Highlight proposed changes to the information system that have not been approved or disapproved by [Assignment: organization-defined time period];', 'CM-3 (1)(d): Prohibit changes to the information system until designated approvals are received;', 'CM-3 (1)(e): Document all changes to the information system; and', 'CM-3 (1)(f): Notify [Assignment: organization-defined personnel] when approved changes to the information system are completed.', 'The organization tests, validates, and documents changes to the information system before implementing the changes on the operational system.', 'The organization employs automated mechanisms to implement changes to the current information system baseline and deploys the updated baseline across the installed base.', 'The organization requires an information security representative to be a member of the [Assignment: organization-defined configuration change control element].', 'The information system implements [Assignment: organization-defined security responses] automatically if baseline configurations are changed in an unauthorized manner.', 'The organization ensures that cryptographic mechanisms used to provide [Assignment: organization-defined security safeguards] are under configuration management.']"
"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",Detect (DE),Detect,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,Security Continuous Monitoring (DE.CM),CM-8,Information System Component Inventory,Configuration Management,"['The organization:', 'CM-8a.: Develops and documents an inventory of information system components that:', 'CM-8a.1.: Accurately reflects the current information system;', 'CM-8a.2.: Includes all components within the authorization boundary of the information system;', 'CM-8a.3.: Is at the level of granularity deemed necessary for tracking and reporting; and', 'CM-8a.4.: Includes [Assignment: organization-defined information deemed necessary to achieve effective information system component accountability]; and', 'The organization updates the inventory of information system components as an integral part of component installations, removals, and information system updates.', 'The organization employs automated mechanisms to help maintain an up-to-date, complete, accurate, and readily available inventory of information system components.', 'The organization:', 'CM-8 (3)(a): Employs automated mechanisms [Assignment: organization-defined frequency] to detect the presence of unauthorized hardware, software, and firmware components within the information system; and', 'CM-8 (3)(b): Takes the following actions when unauthorized components are detected: [Selection (one or more): disables network access by such components; isolates the components; notifies [Assignment: organization-defined personnel or roles]].', 'The organization includes in the information system component inventory information, a means for identifying by [Selection (one or more): name; position; role], individuals responsible/accountable for administering those components.', 'The organization verifies that all components within the authorization boundary of the information system are not duplicated in other information system component inventories.', 'The organization includes assessed component configurations and any approved deviations to current deployed configurations in the information system component inventory.', 'The organization provides a centralized repository for the inventory of information system components.', 'The organization employs automated mechanisms to support tracking of information system components by geographic location.', 'The organization:', 'CM-8 (9)(a): Assigns [Assignment: organization-defined acquired information system components] to an information system; and', 'CM-8 (9)(b): Receives an acknowledgement from the information system owner of this assignment.']"
"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",Detect (DE),Detect,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,Security Continuous Monitoring (DE.CM),PE-3,Physical Access Control,Physical And Environmental Protection,"['The organization:', 'PE-3a.: Enforces physical access authorizations at [Assignment: organization-defined entry/exit points to the facility where the information system resides] by;', 'PE-3a.1.: Verifying individual access authorizations before granting access to the facility; and', 'PE-3a.2.: Controlling ingress/egress to the facility using [Selection (one or more): [Assignment: organization-defined physical access control systems/devices]; guards];', 'The organization enforces physical access authorizations to the information system in addition to the physical access controls for the facility at [Assignment: organization-defined physical spaces containing one or more components of the information system].', 'The organization performs security checks [Assignment: organization-defined frequency] at the physical boundary of the facility or information system for unauthorized exfiltration of information or removal of information system components.', 'The organization employs guards and/or alarms to monitor every physical access point to the facility where the information system resides 24 hours per day, 7 days per week.', 'The organization uses lockable physical casings to protect [Assignment: organization-defined information system components] from unauthorized physical access.', 'The organization employs [Assignment: organization-defined security safeguards] to [Selection (one or more): detect; prevent] physical tampering or alteration of [Assignment: organization-defined hardware components] within the information system.', 'The organization employs a penetration testing process that includes [Assignment: organization-defined frequency], unannounced attempts to bypass or circumvent security controls associated with physical access points to the facility.']"
"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",Detect (DE),Detect,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,Security Continuous Monitoring (DE.CM),PE-6,Monitoring Physical Access,Physical And Environmental Protection,"['The organization:', 'PE-6a.: Monitors physical access to the facility where the information system resides to detect and respond to physical security incidents;', 'The organization monitors physical intrusion alarms and surveillance equipment.', 'The organization employs automated mechanisms to recognize [Assignment: organization-defined classes/types of intrusions] and initiate [Assignment: organization-defined response actions].', 'The organization employs video surveillance of [Assignment: organization-defined operational areas] and retains video recordings for [Assignment: organization-defined time period].', 'The organization monitors physical access to the information system in addition to the physical access monitoring of the facility as [Assignment: organization-defined physical spaces containing one or more components of the information system].']"
"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",Detect (DE),Detect,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,Security Continuous Monitoring (DE.CM),PE-20,Asset Monitoring And Tracking,Physical And Environmental Protection,"['The organization:', 'PE-20a.: Employs [Assignment: organization-defined asset location technologies] to track and monitor the location and movement of [Assignment: organization-defined assets] within [Assignment: organization-defined controlled areas]; and']"
"DE.CM-7: Monitoring for unauthorized personnel, connections, devices, and software is performed",Detect (DE),Detect,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,Security Continuous Monitoring (DE.CM),SI-4,Information System Monitoring,System And Information Integrity,"['The organization:', 'SI-4a.: Monitors the information system to detect:', 'SI-4a.1.: Attacks and indicators of potential attacks in accordance with [Assignment: organization-defined monitoring objectives]; and', 'SI-4a.2.: Unauthorized local, network, and remote connections;', 'The organization connects and configures individual intrusion detection tools into an information system-wide intrusion detection system.', 'The organization employs automated tools to support near real-time analysis of events.', 'The organization employs automated tools to integrate intrusion detection tools into access control and flow control mechanisms for rapid response to attacks by enabling reconfiguration of these mechanisms in support of attack isolation and elimination.', 'The information system monitors inbound and outbound communications traffic [Assignment: organization-defined frequency] for unusual or unauthorized activities or conditions.', 'The information system alerts [Assignment: organization-defined personnel or roles] when the following indications of compromise or potential compromise occur: [Assignment: organization-defined compromise indicators].', '[Withdrawn: Incorporated into AC-6 (10)].', 'The information system notifies [Assignment: organization-defined incident response personnel (identified by name and/or by role)] of detected suspicious events and takes [Assignment: organization-defined least-disruptive actions to terminate suspicious events].', '[Withdrawn: Incorporated into SI-4].', 'The organization tests intrusion-monitoring tools [Assignment: organization-defined frequency].', 'The organization makes provisions so that [Assignment: organization-defined encrypted communications traffic] is visible to [Assignment: organization-defined information system monitoring tools].', 'The organization analyzes outbound communications traffic at the external boundary of the information system and selected [Assignment: organization-defined interior points within the system (e.g., subnetworks, subsystems)] to discover anomalies.', 'The organization employs automated mechanisms to alert security personnel of the following inappropriate or unusual activities with security implications: [Assignment: organization-defined activities that trigger alerts].', 'The organization:', 'SI-4 (13)(a): Analyzes communications traffic/event patterns for the information system;', 'SI-4 (13)(b): Develops profiles representing common traffic patterns and/or events; and', 'SI-4 (13)(c): Uses the traffic/event profiles in tuning system-monitoring devices to reduce the number of false positives and the number of false negatives.', 'The organization employs a wireless intrusion detection system to identify rogue wireless devices and to detect attack attempts and potential compromises/breaches to the information system.', 'The organization employs an intrusion detection system to monitor wireless communications traffic as the traffic passes from wireless to wireline networks.', 'The organization correlates information from monitoring tools employed throughout the information system.', 'The organization correlates information from monitoring physical, cyber, and supply chain activities to achieve integrated, organization-wide situational awareness.', 'The organization analyzes outbound communications traffic at the external boundary of the information system (i.e., system perimeter) and at [Assignment: organization-defined interior points within the system (e.g., subsystems, subnetworks)] to detect covert exfiltration of information.', 'The organization implements [Assignment: organization-defined additional monitoring] of individuals who have been identified by [Assignment: organization-defined sources] as posing an increased level of risk.', 'The organization implements [Assignment: organization-defined additional monitoring] of privileged users.', 'The organization implements [Assignment: organization-defined additional monitoring] of individuals during [Assignment: organization-defined probationary period].', 'The information system detects network services that have not been authorized or approved by [Assignment: organization-defined authorization or approval processes] and [Selection (one or more): audits; alerts [Assignment: organization-defined personnel or roles]].', 'The organization implements [Assignment: organization-defined host-based monitoring mechanisms] at [Assignment: organization-defined information system components].', 'The information system discovers, collects, distributes, and uses indicators of compromise.']"
DE.CM-8: Vulnerability scans are performed,Detect (DE),Detect,Security Continuous Monitoring (DE.CM): The information system and assets are monitored at discrete intervals to identify cybersecurity events and verify the effectiveness of protective measures.,Security Continuous Monitoring,Security Continuous Monitoring (DE.CM),RA-5,Vulnerability Scanning,Risk Assessment,"['The organization:', 'RA-5a.: Scans for vulnerabilities in the information system and hosted applications [Assignment: organization-defined frequency and/or randomly in accordance with organization-defined process] and when new vulnerabilities potentially affecting the system/applications are identified and reported;', 'The organization employs vulnerability scanning tools that include the capability to readily update the information system vulnerabilities to be scanned.', 'The organization updates the information system vulnerabilities scanned [Selection (one or more): [Assignment: organization-defined frequency]; prior to a new scan; when new vulnerabilities are identified and reported].', 'The organization employs vulnerability scanning procedures that can identify the breadth and depth of coverage (i.e., information system components scanned and vulnerabilities checked).', 'The organization determines what information about the information system is discoverable by adversaries and subsequently takes [Assignment: organization-defined corrective actions].', 'The information system implements privileged access authorization to [Assignment: organization-identified information system components] for selected [Assignment: organization-defined vulnerability scanning activities].', 'The organization employs automated mechanisms to compare the results of vulnerability scans over time to determine trends in information system vulnerabilities.', '[Withdrawn: Incorporated into CM-8].', 'The organization reviews historic audit logs to determine if a vulnerability identified in the information system has been previously exploited.', '[Withdrawn: Incorporated into CA-8].', 'The organization correlates the output from vulnerability scanning tools to determine the presence of multi-vulnerability/multi-hop attack vectors.']"
DE.DP-1: Roles and responsibilities for detection are well defined to ensure accountability,Detect (DE),Detect,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection Processes (DE.DP),CA-2,Security Assessments,Security Assessment And Authorization,"['The organization:', 'CA-2a.: Develops a security assessment plan that describes the scope of the assessment including:', 'CA-2a.1.: Security controls and control enhancements under assessment;', 'CA-2a.2.: Assessment procedures to be used to determine security control effectiveness; and', 'CA-2a.3.: Assessment environment, assessment team, and assessment roles and responsibilities;', 'The organization employs assessors or assessment teams with [Assignment: organization-defined level of independence] to conduct security control assessments.', 'The organization includes as part of security control assessments, [Assignment: organization-defined frequency], [Selection: announced; unannounced], [Selection (one or more): in-depth monitoring; vulnerability scanning; malicious user testing; insider threat assessment; performance/load testing; [Assignment: organization-defined other forms of security assessment]].', 'The organization accepts the results of an assessment of [Assignment: organization-defined information system] performed by [Assignment: organization-defined external organization] when the assessment meets [Assignment: organization-defined requirements].']"
DE.DP-1: Roles and responsibilities for detection are well defined to ensure accountability,Detect (DE),Detect,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection Processes (DE.DP),CA-7,Continuous Monitoring,Security Assessment And Authorization,"['The organization develops a continuous monitoring strategy and implements a continuous monitoring program that includes:', 'CA-7a.: Establishment of [Assignment: organization-defined metrics] to be monitored;', 'The organization employs assessors or assessment teams with [Assignment: organization-defined level of independence] to monitor the security controls in the information system on an ongoing basis.', '[Withdrawn: Incorporated into CA-2].', 'The organization employs trend analyses to determine if security control implementations, the frequency of continuous monitoring activities, and/or the types of activities used in the continuous monitoring process need to be modified based on empirical data.']"
DE.DP-1: Roles and responsibilities for detection are well defined to ensure accountability,Detect (DE),Detect,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection Processes (DE.DP),PM-14,"Testing, Training, And Monitoring",Program Management,"['The organization:', 'PM-14a.: Implements a process for ensuring that organizational plans for conducting security testing, training, and monitoring activities associated with organizational information systems:', 'PM-14a.1.: Are developed and maintained; and', 'PM-14a.2.: Continue to be executed in a timely manner;']"
DE.DP-2: Detection activities comply with all applicable requirements,Detect (DE),Detect,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection Processes (DE.DP),AC-25,Reference Monitor,Access Control,"['The information system implements a reference monitor for [Assignment: organization-defined access control policies] that is tamperproof, always invoked, and small enough to be subject to analysis and testing, the completeness of which can be assured.']"
DE.DP-2: Detection activities comply with all applicable requirements,Detect (DE),Detect,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection Processes (DE.DP),CA-2,Security Assessments,Security Assessment And Authorization,"['The organization:', 'CA-2a.: Develops a security assessment plan that describes the scope of the assessment including:', 'CA-2a.1.: Security controls and control enhancements under assessment;', 'CA-2a.2.: Assessment procedures to be used to determine security control effectiveness; and', 'CA-2a.3.: Assessment environment, assessment team, and assessment roles and responsibilities;', 'The organization employs assessors or assessment teams with [Assignment: organization-defined level of independence] to conduct security control assessments.', 'The organization includes as part of security control assessments, [Assignment: organization-defined frequency], [Selection: announced; unannounced], [Selection (one or more): in-depth monitoring; vulnerability scanning; malicious user testing; insider threat assessment; performance/load testing; [Assignment: organization-defined other forms of security assessment]].', 'The organization accepts the results of an assessment of [Assignment: organization-defined information system] performed by [Assignment: organization-defined external organization] when the assessment meets [Assignment: organization-defined requirements].']"
DE.DP-2: Detection activities comply with all applicable requirements,Detect (DE),Detect,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection Processes (DE.DP),CA-7,Continuous Monitoring,Security Assessment And Authorization,"['The organization develops a continuous monitoring strategy and implements a continuous monitoring program that includes:', 'CA-7a.: Establishment of [Assignment: organization-defined metrics] to be monitored;', 'The organization employs assessors or assessment teams with [Assignment: organization-defined level of independence] to monitor the security controls in the information system on an ongoing basis.', '[Withdrawn: Incorporated into CA-2].', 'The organization employs trend analyses to determine if security control implementations, the frequency of continuous monitoring activities, and/or the types of activities used in the continuous monitoring process need to be modified based on empirical data.']"
DE.DP-2: Detection activities comply with all applicable requirements,Detect (DE),Detect,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection Processes (DE.DP),PM-14,"Testing, Training, And Monitoring",Program Management,"['The organization:', 'PM-14a.: Implements a process for ensuring that organizational plans for conducting security testing, training, and monitoring activities associated with organizational information systems:', 'PM-14a.1.: Are developed and maintained; and', 'PM-14a.2.: Continue to be executed in a timely manner;']"
DE.DP-2: Detection activities comply with all applicable requirements,Detect (DE),Detect,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection Processes (DE.DP),SA-18,Tamper Resistance And Detection,System And Services Acquisition,"['The organization implements a tamper protection program for the information system, system component, or information system service.', 'The organization employs anti-tamper technologies and techniques during multiple phases in the system development life cycle including design, development, integration, operations, and maintenance.', 'The organization inspects [Assignment: organization-defined information systems, system components, or devices] [Selection (one or more): at random; at [Assignment: organization-defined frequency], upon [Assignment: organization-defined indications of need for inspection]] to detect tampering.']"
DE.DP-2: Detection activities comply with all applicable requirements,Detect (DE),Detect,Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure timely and adequate awareness of anomalous events.,Detection Processes,Detection Processes (DE.DP),SI-4,Information System Monitoring,System And Information Integrity,"['The organization:', 'SI-4a.: Monitors the information system to detect:', 'SI-4a.1.: Attacks and indicators of potential attacks in accordance with [Assignment: organization-defined monitoring objectives]; and', 'SI-4a.2.: Unauthorized local, network, and remote connections;', 'The organization connects and configures individual intrusion detection tools into an information system-wide intrusion detection system.', 'The organization employs automated tools to support near real-time analysis of events.', 'The organization employs automated tools to integrate intrusion detection tools into access control and flow control mechanisms for rapid response to attacks by enabling reconfiguration of these mechanisms in support of attack isolation and elimination.', 'The information system monitors inbound and outbound communications traffic [Assignment: organization-defined frequency] for unusual or unauthorized activities or conditions.', 'The information system alerts [Assignment: organization-defined personnel or roles] when the following indications of compromise or potential compromise occur: [Assignment: organization-defined compromise indicators].', '[Withdrawn: Incorporated into AC-6 (10)].', 'The information system notifies [Assignment: organization-defined incident response personnel (identified by name and/or by role)] of detected suspicious events and takes [Assignment: organization-defined least-disruptive actions to terminate suspicious events].', '[Withdrawn: Incorporated into SI-4].', 'The organization tests intrusion-monitoring tools [Assignment: organization-defined frequency].', 'The organization makes provisions so that [Assignment: organization-defined encrypted communications traffic] is visible to [Assignment: organization-defined information system monitoring tools].', 'The organization analyzes outbound communications traffic at the external boundary of the information system and selected [Assignment: organization-defined interior points within the system (e.g., subnetworks, subsystems)] to discover anomalies.', 'The organization employs automated mechanisms to alert security personnel of the following inappropriate or unusual activities with security implications: [Assignment: organization-defined activities that trigger alerts].', 'The organization:', 'SI-4 (13)(a): Analyzes communications traffic/event patterns for the information system;', 'SI-4 (13)(b): Develops profiles representing common traffic patterns and/or events; and', 'SI-4 (13)(c): Uses the traffic/event profiles in tuning system-monitoring devices to reduce the number of false positives and the number of false negatives.', 'The organization employs a wireless intrusion detection system to identify rogue wireless devices and to detect attack attempts and potential compromises/breaches to the information system.', 'The organization employs an intrusion detection system to monitor wireless communications traffic as the traffic passes from wireless to wireline networks.', 'The organization correlates information from monitoring tools employed throughout the information system.', 'The organization correlates information from monitoring physical, cyber, and supply chain activities to achieve integrated, organization-wide situational awareness.', 'The organization analyzes outbound communications traffic at the external boundary of the information system (i.e., system perimeter) and at [Assignment: organization-defined interior points within the system (e.g., subsystems, subnetworks)] to detect covert exfiltration of information.', 'The organization implements [Assignment: organization-defined additional monitoring] of individuals who have been identified by [Assignment: organization-defined sources] as posing an increased level of risk.', 'The organization implements [Assignment: organization-defined additional monitoring] of privileged users.', 'The organization implements [Assignment: organization-defined additional monitoring] of individuals during [Assignment: organization-defined probationary period].', 'The information system detects network services that have not been authorized or approved by [Assignment: organization-defined authorization or approval processes] and [Selection (one or more): audits; alerts [Assignment: organization-defined personnel or roles]].', 'The organization implements [Assignment: organization-defined host-based monitoring mechanisms] at [Assignment: organization-defined information system components].', 'The information system discovers, collects, distributes, and uses indicators of compromise.']"
